Frame,Class,Make,Model,Color,Probability,Coordinates,Frame Path
16,car,Aston Martin V8 tage Coupe 2012,Van,White,0.041,"(488, 2041, 1079, 2154)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,bus,Ram C/V Cargo  Minivan 2012,Van,White,0.083,"(2129, 452, 2426, 713)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,car,Chrysler 300 RT-8 2010,S,White,0.035,"(2222, 1069, 2683, 1321)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,car,Ford Freestar  2007,Minivan,White,0.232,"(2236, 813, 2562, 1076)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,truck,Audi A5  2012,Coupe,White,0.037,"(2289, 1752, 3358, 2136)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,car,Nissan Leaf back 2012,Hatch,White,0.063,"(2095, 688, 2445, 893)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,car,Toyota Corolla  2012,Sedan,White,0.038,"(1449, 775, 1783, 1073)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,car,Nissan Leaf back 2012,Hatch,White,0.116,"(1395, 667, 1679, 852)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,car,Infiniti G  IPL 2012,Coupe,White,0.224,"(767, 577, 968, 725)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,car,Land Rover LR2  2012,SUV,White,0.029,"(2302, 1753, 3350, 2147)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,car,Scion xD back 2012,Hatch,White,0.236,"(2447, 590, 2625, 767)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,car,Infiniti G  IPL 2012,Coupe,White,0.265,"(767, 577, 901, 722)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,car,FIAT 500 Abarth 2012,,White,0.220,"(832, 585, 976, 713)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,car,Audi A5  2012,Coupe,White,0.066,"(965, 623, 1089, 683)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,car,BMW 1 Series  2012,Coupe,White,0.050,"(1313, 614, 1432, 691)",vehicle_classification/frames_with_vehicles/frame_15.jpg
16,car,Toyota Corolla  2012,Sedan,White,0.066,"(876, 584, 971, 709)",vehicle_classification/frames_with_vehicles/frame_15.jpg
17,car,BMW X5  2007,SUV,White,0.509,"(1230, 1033, 1741, 1458)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Toyota Corolla  2012,Sedan,Black,0.177,"(723, 1415, 1420, 2054)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Spyker C8  2009,Convertible,Black,0.068,"(1126, 1351, 1628, 1855)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Dodge Caravan  1997,Minivan,White,0.155,"(2039, 891, 2430, 1238)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,FIAT 500 Abarth 2012,,Black,0.095,"(2196, 1193, 2822, 1781)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,BMW 3 Series  2012,Wagon,Black,0.128,"(36, 680, 396, 966)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Nissan Leaf back 2012,Hatch,White,0.083,"(1297, 855, 1684, 1075)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Toyota Corolla  2012,Sedan,White,0.095,"(619, 580, 818, 765)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,truck,HUMMER H3T  2010,Crew Cab,White,0.041,"(314, 529, 637, 853)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Ford Freestar  2007,Minivan,White,0.179,"(2233, 810, 2565, 1079)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,bus,Ram C/V Cargo  Minivan 2012,Van,White,0.069,"(2129, 452, 2425, 713)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Volkswagen Beetle back 2012,Hatch,White,0.038,"(486, 2047, 1075, 2153)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Chrysler 300 RT-8 2010,S,White,0.025,"(2223, 1069, 2685, 1326)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Scion xD back 2012,Hatch,White,0.088,"(2072, 688, 2448, 896)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,truck,Nissan Leaf back 2012,Hatch,White,0.049,"(2287, 1756, 3356, 2137)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Nissan Leaf back 2012,Hatch,White,0.132,"(1393, 667, 1681, 853)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Toyota Corolla  2012,Sedan,White,0.054,"(1450, 774, 1784, 1073)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Audi A5  2012,Coupe,White,0.037,"(2299, 1757, 3351, 2147)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Infiniti G  IPL 2012,Coupe,White,0.121,"(769, 579, 971, 726)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Audi A5  2012,Coupe,White,0.064,"(965, 623, 1090, 682)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,BMW 1 Series  2012,Coupe,White,0.046,"(1313, 615, 1431, 690)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Infiniti G  IPL 2012,Coupe,White,0.136,"(770, 578, 901, 730)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,FIAT 500 Abarth 2012,,White,0.162,"(838, 586, 978, 714)",vehicle_classification/frames_with_vehicles/frame_16.jpg
17,car,Geo Metro  1993,Convertible,White,0.092,"(879, 590, 972, 709)",vehicle_classification/frames_with_vehicles/frame_16.jpg
