Frame,Class,Make,Model,Color,Probability,Coordinates,Frame Path
20,car,Volkswagen Beetle back 2012,Hatch,White,0.029,"(481, 2065, 1075, 2153)",frames_with_vehicles\frame_19.jpg
20,car,Scion xD back 2012,Hatch,White,0.447,"(2443, 599, 2620, 773)",frames_with_vehicles\frame_19.jpg
20,car,BMW 1 Series  2012,Coupe,White,0.049,"(1382, 670, 1685, 849)",frames_with_vehicles\frame_19.jpg
20,car,BMW 3 Series  2012,Sedan,White,0.028,"(2046, 684, 2199, 921)",frames_with_vehicles\frame_19.jpg
20,truck,GMC Yukon Hybrid  2012,SUV,White,0.132,"(2122, 452, 2434, 780)",frames_with_vehicles\frame_19.jpg
20,car,BMW 1 Series  2012,Coupe,White,0.019,"(867, 588, 974, 714)",frames_with_vehicles\frame_19.jpg
20,car,Audi A5  2012,Coupe,White,0.086,"(1541, 572, 1822, 785)",frames_with_vehicles\frame_19.jpg
20,bus,GMC Yukon Hybrid  2012,SUV,White,0.106,"(2124, 452, 2437, 773)",frames_with_vehicles\frame_19.jpg
20,truck,Nissan Leaf back 2012,Hatch,White,0.056,"(2303, 1815, 3363, 2154)",frames_with_vehicles\frame_19.jpg
20,car,Audi A5  2012,Coupe,White,0.061,"(966, 623, 1098, 710)",frames_with_vehicles\frame_19.jpg
20,truck,Toyota Corolla  2012,Sedan,Green,0.046,"(485, 480, 686, 604)",frames_with_vehicles\frame_19.jpg
21,car,Dodge Caravan  1997,Minivan,Black,0.069,"(2175, 1212, 2841, 1788)",frames_with_vehicles\frame_20.jpg
21,car,Toyota Corolla  2012,Sedan,Black,0.172,"(710, 1429, 1429, 2065)",frames_with_vehicles\frame_20.jpg
21,car,BMW X5  2007,SUV,White,0.396,"(1195, 1041, 1764, 1458)",frames_with_vehicles\frame_20.jpg
21,car,Infiniti QX56  2011,SUV,Black,0.069,"(1116, 1364, 1650, 1864)",frames_with_vehicles\frame_20.jpg
21,car,BMW 3 Series  2012,Wagon,Black,0.086,"(47, 681, 408, 957)",frames_with_vehicles\frame_20.jpg
21,car,Dodge Caravan  1997,Minivan,White,0.264,"(2010, 882, 2453, 1240)",frames_with_vehicles\frame_20.jpg
21,car,Nissan Leaf back 2012,Hatch,White,0.051,"(1467, 780, 1801, 1102)",frames_with_vehicles\frame_20.jpg
21,car,Audi A5  2012,Coupe,White,0.387,"(2236, 810, 2585, 1080)",frames_with_vehicles\frame_20.jpg
21,car,Audi A5  2012,Coupe,White,0.099,"(1265, 845, 1677, 1089)",frames_with_vehicles\frame_20.jpg
21,car,Lamborghini Gallardo LP 570-4 uperleggera 2012,S,Black,0.267,"(0, 778, 67, 1104)",frames_with_vehicles\frame_20.jpg
21,car,GMC Yukon Hybrid  2012,SUV,White,0.043,"(2222, 1077, 2725, 1358)",frames_with_vehicles\frame_20.jpg
21,truck,Nissan Leaf back 2012,Hatch,White,0.069,"(80, 498, 360, 691)",frames_with_vehicles\frame_20.jpg
21,truck,Ford E-Series Wagon  2012,Van,White,0.080,"(326, 524, 634, 854)",frames_with_vehicles\frame_20.jpg
21,car,Audi A5  2012,Coupe,White,0.046,"(2229, 1076, 2722, 1278)",frames_with_vehicles\frame_20.jpg
21,car,Toyota Corolla  2012,Sedan,White,0.048,"(620, 579, 832, 774)",frames_with_vehicles\frame_20.jpg
21,car,Audi A5  2012,Coupe,White,0.064,"(2114, 689, 2432, 917)",frames_with_vehicles\frame_20.jpg
21,car,Audi R8  2012,Coupe,White,0.034,"(785, 588, 907, 730)",frames_with_vehicles\frame_20.jpg
21,truck,GMC Yukon Hybrid  2012,SUV,White,0.118,"(2123, 452, 2436, 787)",frames_with_vehicles\frame_20.jpg
21,car,BMW 1 Series  2012,Coupe,White,0.041,"(1380, 670, 1686, 849)",frames_with_vehicles\frame_20.jpg
21,car,Volkswagen Beetle back 2012,Hatch,White,0.043,"(481, 2075, 1070, 2153)",frames_with_vehicles\frame_20.jpg
21,car,BMW 3 Series  2012,Sedan,White,0.033,"(2046, 687, 2202, 921)",frames_with_vehicles\frame_20.jpg
21,car,Scion xD back 2012,Hatch,White,0.298,"(2440, 591, 2624, 769)",frames_with_vehicles\frame_20.jpg
21,car,Lamborghini Gallardo LP 570-4 uperleggera 2012,S,White,0.024,"(866, 589, 973, 717)",frames_with_vehicles\frame_20.jpg
21,car,Audi A5  2012,Coupe,White,0.095,"(1538, 572, 1817, 792)",frames_with_vehicles\frame_20.jpg
21,bus,GMC Yukon Hybrid  2012,SUV,White,0.084,"(2125, 453, 2439, 781)",frames_with_vehicles\frame_20.jpg
21,truck,Nissan Leaf back 2012,Hatch,White,0.053,"(2302, 1849, 3364, 2155)",frames_with_vehicles\frame_20.jpg
21,car,Audi A5  2012,Coupe,White,0.043,"(964, 623, 1103, 714)",frames_with_vehicles\frame_20.jpg
22,car,BMW X5  2007,SUV,White,0.395,"(1196, 1041, 1763, 1462)",frames_with_vehicles\frame_21.jpg
22,car,Dodge Caravan  1997,Minivan,Black,0.073,"(2175, 1212, 2844, 1792)",frames_with_vehicles\frame_21.jpg
22,car,Toyota Corolla  2012,Sedan,Black,0.157,"(708, 1429, 1430, 2070)",frames_with_vehicles\frame_21.jpg
22,car,Infiniti QX56  2011,SUV,Black,0.084,"(1113, 1368, 1650, 1867)",frames_with_vehicles\frame_21.jpg
22,car,BMW 3 Series  2012,Wagon,Black,0.111,"(46, 680, 410, 956)",frames_with_vehicles\frame_21.jpg
22,car,Dodge Caravan  1997,Minivan,White,0.495,"(2012, 883, 2455, 1241)",frames_with_vehicles\frame_21.jpg
22,car,Ford E-Series Wagon  2012,Van,White,0.048,"(1466, 780, 1804, 1103)",frames_with_vehicles\frame_21.jpg
22,car,Audi A5  2012,Coupe,White,0.397,"(2235, 811, 2586, 1081)",frames_with_vehicles\frame_21.jpg
22,car,Nissan Leaf back 2012,Hatch,White,0.087,"(1270, 845, 1675, 1090)",frames_with_vehicles\frame_21.jpg
22,car,Lamborghini Gallardo LP 570-4 uperleggera 2012,S,Black,0.216,"(0, 775, 70, 1102)",frames_with_vehicles\frame_21.jpg
22,truck,Ford E-Series Wagon  2012,Van,White,0.104,"(328, 522, 638, 852)",frames_with_vehicles\frame_21.jpg
22,car,GMC Yukon Hybrid  2012,SUV,White,0.035,"(2221, 1079, 2724, 1358)",frames_with_vehicles\frame_21.jpg
22,truck,Nissan Leaf back 2012,Hatch,Green,0.096,"(82, 497, 362, 689)",frames_with_vehicles\frame_21.jpg
22,car,Daewoo Nubira  2002,Wagon,White,0.061,"(2114, 689, 2431, 915)",frames_with_vehicles\frame_21.jpg
22,car,Audi A5  2012,Coupe,White,0.046,"(623, 578, 833, 773)",frames_with_vehicles\frame_21.jpg
22,car,Audi R8  2012,Coupe,White,0.032,"(787, 588, 907, 728)",frames_with_vehicles\frame_21.jpg
22,car,GMC Yukon Hybrid  2012,SUV,White,0.096,"(2439, 597, 2625, 771)",frames_with_vehicles\frame_21.jpg
22,car,Nissan Leaf back 2012,Hatch,White,0.044,"(1379, 669, 1685, 844)",frames_with_vehicles\frame_21.jpg
22,car,Volkswagen Beetle back 2012,Hatch,White,0.031,"(496, 2085, 1061, 2153)",frames_with_vehicles\frame_21.jpg
22,car,BMW 3 Series  2012,Sedan,White,0.038,"(2046, 687, 2202, 920)",frames_with_vehicles\frame_21.jpg
22,truck,GMC Yukon Hybrid  2012,SUV,White,0.121,"(2124, 452, 2437, 789)",frames_with_vehicles\frame_21.jpg
22,car,Lamborghini Gallardo LP 570-4 uperleggera 2012,S,White,0.018,"(867, 589, 976, 718)",frames_with_vehicles\frame_21.jpg
22,car,Volkswagen Golf back 1991,Hatch,White,0.066,"(1538, 571, 1819, 802)",frames_with_vehicles\frame_21.jpg
22,bus,GMC Yukon Hybrid  2012,SUV,White,0.107,"(2126, 453, 2440, 786)",frames_with_vehicles\frame_21.jpg
22,truck,Nissan Leaf back 2012,Hatch,White,0.103,"(2305, 1830, 3365, 2153)",frames_with_vehicles\frame_21.jpg
