frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
2803,1772.0,[2251.775968405381 1396.2073145577992 2900.0867787553716 1987.6421633038958],[2495.5390625 1799.86083984375 2690.96240234375 1894.549072265625],0.6781315803527832,0,0
2804,2267.0,[722.8816583338916 1350.4572519882936 1528.3127775098292 2132.5545123891006],[1027.830322265625 1887.3753662109375 1238.1181640625 1989.7620849609375],0.6742430329322815,NL64OGX,0.48015130784684495
2804,1772.0,[2254.6679272993692 1397.0918360525377 2901.100473646388 1991.0868777073263],[2492.22705078125 1803.961181640625 2691.0966796875 1897.89013671875],0.6650695204734802,0,0
2805,2267.0,[719.2421461752933 1351.3892174356406 1525.9402942308648 2135.573051016402],[1023.8726806640625 1890.7232666015625 1243.2220458984375 1994.7601318359375],0.6744930744171143,NL61OGX,0.1395558293160944
2805,1772.0,[2254.2222330769127 1398.605728305034 2899.98182608532 1993.539167293679],[2494.3369140625 1807.61962890625 2693.2783203125 1900.006103515625],0.6573352217674255,0,0
2806,2267.0,[719.071039451067 1352.0403325009524 1525.326390786961 2137.8142587104176],[1020.0316772460938 1895.0218505859375 1245.76220703125 1999.9954833984375],0.6681579351425171,0,0
2806,1772.0,[2256.8340390678895 1402.2831382945737 2901.46330534099 1996.2233820642882],[2500.904052734375 1812.227783203125 2690.636962890625 1897.4337158203125],0.6029413938522339,0,0
2807,2267.0,[714.5818077753293 1353.7617075306903 1523.2894340377952 2141.2308044101324],[1018.1610717773438 1903.2132568359375 1237.7392578125 2004.3563232421875],0.6780340671539307,0,0
2807,1772.0,[2258.399077591599 1404.6696431733787 2902.2579379935532 1998.4076993188944],[2497.5 1819.386474609375 2692.282470703125 1904.959716796875],0.6439100503921509,0,0
2808,2267.0,[714.9759394830251 1354.9264878809645 1529.352012986213 2142.8873213137335],[1016.3410034179688 1902.67236328125 1236.766845703125 2005.7314453125],0.6895804405212402,NL61OGX,0.14798140779587418
2808,1772.0,[2260.903704466147 1407.5895188484835 2903.0039721048847 2002.2007838313655],[2494.116943359375 1817.8736572265625 2695.335205078125 1905.556640625],0.657957911491394,LP14LJA,0.6518498519868011
2809,2267.0,[714.2475460700437 1355.2002930690944 1532.6836637364347 2143.2855572408407],[1016.6464233398438 1902.728515625 1236.86181640625 2005.721435546875],0.6904667615890503,NL61OGX,0.15585035856094287
2809,1772.0,[2262.051286811522 1408.414441435068 2902.716258702083 2003.6809296360216],[2494.227294921875 1817.93994140625 2695.408935546875 1905.62841796875],0.6577484607696533,LP14LJA,0.6518498519868011
2810,1772.0,[2263.4850986355113 1410.7149549192507 2903.368116459411 2008.006940281771],[2495.54296875 1813.500244140625 2696.99267578125 1906.263916015625],0.6979831457138062,LP14LJA,0.5115742347159711
2810,2267.0,[708.6999396257614 1357.3710460789734 1531.0639286422688 2145.6026073428875],[1013.3634033203125 1905.4610595703125 1235.9248046875 2011.2315673828125],0.692444384098053,0,0
2811,2267.0,[704.9809173276974 1360.1405719204583 1528.3445261637464 2147.6084886875174],[1017.1717529296875 1913.5469970703125 1228.579833984375 2015.3345947265625],0.718968391418457,0,0
2811,1772.0,[2267.257566544003 1414.2004706256935 2908.639477378409 2012.9438091152656],[2499.007080078125 1821.5555419921875 2702.86181640625 1914.4837646484375],0.6874209642410278,LP14LJA,0.47227001968689797
2812,2267.0,[706.2294311974147 1362.818499858844 1528.0035144564067 2147.932369708392],[1015.1156616210938 1914.635009765625 1228.09765625 2016.5068359375],0.7233197093009949,0,0
2812,1772.0,[2268.5686933119614 1416.9465011641491 2911.445138506406 2017.8882994305673],[2503.355224609375 1825.59326171875 2695.998291015625 1915.7119140625],0.7042475342750549,LP14LJA,0.40814114868612067
2813,2267.0,[706.0509424135894 1366.6709264625442 1527.8878472443103 2149.2925783222536],[1008.860595703125 1920.68994140625 1229.2078857421875 2023.8109130859375],0.7096220254898071,0,0
2813,1772.0,[2266.7448011489764 1419.8337913583796 2911.557205763897 2022.25482819962],[2505.16748046875 1825.82470703125 2700.84912109375 1915.42626953125],0.6883589625358582,0,0
2814,2267.0,[708.5530679309845 1369.553732493665 1534.9548710680633 2149.326763617228],[1006.5360717773438 1925.3316650390625 1228.92822265625 2026.775390625],0.708080530166626,0,0
2814,1772.0,[2267.870897867379 1421.9518821844163 2916.096481976361 2025.8273568567024],[2505.931884765625 1826.993896484375 2703.3388671875 1916.005859375],0.6798225045204163,0,0
2815,2267.0,[707.1129133507675 1371.1148423686298 1537.8653758218338 2148.818160102357],[1006.4322509765625 1925.438232421875 1228.8988037109375 2026.764404296875],0.7073711156845093,0,0
2815,1772.0,[2267.422090252362 1422.389098803615 2918.1368299528513 2027.368666442395],[2506.002685546875 1827.01220703125 2703.385986328125 1915.9619140625],0.6791847348213196,0,0
2816,2267.0,[699.8615647662559 1372.4968884528348 1537.5162170377866 2148.0856398232095],[1000.9595947265625 1925.068115234375 1229.7667236328125 2032.602783203125],0.7063570022583008,0,0
2816,1772.0,[2269.2002144820954 1422.6372589409318 2922.3385120882976 2029.4001846167077],[2506.429931640625 1834.5355224609375 2705.890625 1920.5467529296875],0.6665604114532471,LP14LJA,0.20623968752118654
2817,2267.0,[686.1928046728772 1375.1826321016097 1534.0930841261256 2147.3932784498675],[1001.8796997070312 1930.2872314453125 1229.3037109375 2037.7181396484375],0.6962704062461853,0,0
2817,1772.0,[2270.9909173273513 1423.6924981259508 2927.089485408185 2032.1663264587892],[2506.3349609375 1836.909423828125 2709.052001953125 1924.533447265625],0.6520806550979614,0,0
2818,2267.0,[680.7116532474924 1378.3605718564727 1534.568358945106 2146.4081409438954],[1003.9764404296875 1931.679443359375 1228.9105224609375 2042.557861328125],0.6835232377052307,0,0
2818,1772.0,[2274.4681220882103 1425.887636701568 2932.7223509309806 2035.7820781090788],[2504.5693359375 1836.1124267578125 2711.712890625 1929.7686767578125],0.6743181943893433,LP14LJA,0.17355421622014347
2819,1772.0,[2275.809102599675 1427.7646272247657 2935.009605792449 2039.5095366646328],[2502.870361328125 1834.352783203125 2711.916748046875 1935.37939453125],0.6975275874137878,LP14LJA,0.3007311687585816
2819,2267.0,[680.6824148548606 1383.8321087745562 1535.9313828275501 2146.836328790829],[1000.5157470703125 1936.859619140625 1228.525634765625 2045.86962890625],0.6907644867897034,0,0
2820,2267.0,[668.1794757997368 1387.499628902057 1528.493911874391 2146.7166143427194],[995.1910400390625 1942.8160400390625 1224.1982421875 2051.37744140625],0.6914090514183044,0,0
2820,1772.0,[2275.260728144506 1430.9141589600158 2934.8594208666464 2043.5123968137636],[2510.5361328125 1843.0341796875 2714.072265625 1941.8280029296875],0.6870225071907043,LP14LJA,0.24469211265285215
2821,2267.0,[662.7721505033102 1389.5396043598591 1526.7064116916395 2146.0528156716628],[995.4545288085938 1942.8482666015625 1224.1103515625 2051.3037109375],0.6918652653694153,0,0
2821,1772.0,[2274.8061803294404 1431.9063903161878 2934.6907175107935 2045.181066732373],[2510.63720703125 1842.9862060546875 2714.1669921875 1941.7701416015625],0.6877344250679016,LP14LJA,0.32617740623332075
2822,2267.0,[658.1570282604469 1391.8337329435803 1524.1731177027552 2145.3099764401754],[994.99951171875 1947.7532958984375 1220.1551513671875 2053.1845703125],0.694176971912384,0,0
2822,1772.0,[2271.963751431356 1432.3347681866571 2930.775966036226 2046.2668838237373],[2509.7939453125 1846.18505859375 2714.879638671875 1942.94091796875],0.687841534614563,0,0
2823,2267.0,[660.9220719108473 1393.7351928791236 1525.8502107405877 2143.451445611338],[990.7483520507812 1953.6939697265625 1219.18115234375 2059.52880859375],0.6869369745254517,0,0
2823,1772.0,[2273.0116003502753 1435.2122763611433 2932.9465999140893 2049.878963656978],[2509.69873046875 1846.4644775390625 2715.95068359375 1942.04736328125],0.6811040043830872,LP14LJA,0.452062610451525
2824,2267.0,[658.2097417747741 1397.0418945660604 1524.5464602269503 2143.3812286179855],[991.1152954101562 1959.732666015625 1209.416748046875 2062.015380859375],0.6833311319351196,0,0
2824,1772.0,[2272.256157243184 1437.4332370969946 2931.4920924479384 2052.236739538285],[2511.5361328125 1849.166748046875 2717.7275390625 1943.95166015625],0.6770049929618835,LP14LJA,0.36687626420553304
2825,2267.0,[657.1686650898575 1400.4043355275999 1522.4778079167525 2144.5956184122756],[987.0946655273438 1961.771728515625 1209.424560546875 2068.284912109375],0.693375825881958,0,0
2825,1772.0,[2272.7325689998665 1440.1069889308985 2931.5186770779633 2054.9422972965717],[2514.9716796875 1860.538330078125 2719.70166015625 1954.263427734375],0.6750196218490601,LP14LJA,0.744599676389592
2826,2267.0,[659.0698965964352 1404.8358658790098 1522.1827257715995 2146.0607818607273],[985.522705078125 1968.4111328125 1211.5645751953125 2073.0185546875],0.6977151036262512,0,0
2826,1772.0,[2274.9071421381504 1442.6248897522169 2934.9551617353454 2058.4902238627187],[2511.791015625 1862.54150390625 2720.882080078125 1958.389892578125],0.682506799697876,LP14LJA,0.6769945731545146
2827,2267.0,[660.5326623516963 1407.0020923743596 1521.9891932663509 2146.0703836443035],[985.6038208007812 1968.34521484375 1211.63623046875 2073.067138671875],0.697333037853241,0,0
2827,1772.0,[2275.28064314968 1443.433754904347 2936.1776139618887 2060.1794394450767],[2511.7138671875 1862.492431640625 2720.8349609375 1958.373779296875],0.6825218796730042,LP14LJA,0.7596968547826579
2828,2267.0,[661.7606340850781 1409.059465481331 1519.4788260867226 2146.474103255441],[984.0748901367188 1972.786376953125 1211.209228515625 2077.7958984375],0.6954212784767151,NL64OGX,0.39765252077809665
2828,1772.0,[2274.519127749973 1444.3086988471211 2935.578222173825 2061.9395354502067],[2515.23095703125 1866.17138671875 2723.90283203125 1961.794189453125],0.6881629824638367,LP14LJA,0.3203049403372967
2829,1772.0,[2276.3104935693837 1446.461835049873 2937.602871859842 2064.729140272047],[2516.853515625 1865.236572265625 2724.595458984375 1963.07177734375],0.6892351508140564,LP14LJA,0.40876748766524934
2829,2267.0,[665.2598099132252 1410.5591748546535 1519.203774336178 2145.7489245938873],[976.2183837890625 1971.9700927734375 1210.7200927734375 2085.57177734375],0.684995174407959,0,0
2830,1772.0,[2277.6567494763576 1448.3857249241598 2940.4671548208153 2067.774704047287],[2520.162109375 1872.74365234375 2722.78076171875 1966.936279296875],0.7161577939987183,LF14LJA,0.3597620826190324
2830,2267.0,[656.1524112245872 1412.7840328291402 1512.6424241798416 2145.3688162618528],[978.416015625 1981.7340087890625 1205.4649658203125 2089.09814453125],0.6869800686836243,NL63OGX,0.1888327869036539
2831,1772.0,[2278.7695376708293 1450.0006949655967 2943.81726576573 2070.2778227927893],[2517.3935546875 1871.7158203125 2722.395263671875 1967.4052734375],0.722412645816803,LP14LJA,0.47196380216828954
2831,2267.0,[656.5083647444017 1415.732994168085 1511.220379169279 2145.169965470046],[977.5213623046875 1987.975341796875 1204.1612548828125 2095.6669921875],0.6911792755126953,0,0
2832,1772.0,[2279.2165676421787 1452.41802979979 2946.4052304557595 2073.456987886127],[2516.707763671875 1872.744873046875 2723.55615234375 1967.444091796875],0.7107567191123962,LP14LJA,0.3930594289243594
2832,2267.0,[655.746515691194 1418.835593856115 1509.5117188732402 2145.7964560116648],[978.3869018554688 1992.8785400390625 1202.76171875 2099.18310546875],0.6948564052581787,0,0
2833,1772.0,[2279.13058289415 1453.1228240137002 2947.997807644217 2074.697797158656],[2516.66015625 1872.706787109375 2723.606689453125 1967.499755859375],0.7106748223304749,LP14LJA,0.3930594289243594
2833,2267.0,[656.7494987247636 1420.2986256795837 1509.2105271223772 2145.378990073622],[978.4989624023438 1992.8544921875 1202.81591796875 2099.152099609375],0.6948264837265015,0,0
2834,1772.0,[2278.95393559852 1457.1239755651143 2950.2710769806818 2078.324634861191],[2516.5810546875 1875.1790771484375 2727.14306640625 1973.0540771484375],0.7057865858078003,LP14LJA,0.4387854491398146
2834,2267.0,[656.4042204517596 1422.4647759213767 1508.2281008865439 2145.1117957943643],[978.1109619140625 1996.7138671875 1209.7452392578125 2103.027099609375],0.6982678174972534,0,0
2835,1772.0,[2278.5706717693765 1461.0101877079414 2950.453092750875 2080.9640041523594],[2518.421875 1880.871826171875 2730.49560546875 1978.056884765625],0.7133004069328308,0,0
2835,2267.0,[654.8907360256094 1424.1062521725562 1507.7235921770866 2144.8099336816263],[972.924072265625 1996.7431640625 1207.4041748046875 2108.435302734375],0.7068483233451843,0,0
2836,1772.0,[2278.7577493915187 1463.5435477377223 2950.1695684314 2082.5138665163972],[2516.68603515625 1883.2415771484375 2727.79150390625 1979.5125732421875],0.7078906297683716,LP14LJA,0.6824131729642147
2836,2267.0,[656.9762310724493 1426.5142146788367 1508.8888376896464 2144.724060256599],[975.6265869140625 2007.173583984375 1199.27197265625 2111.615478515625],0.7042815089225769,0,0
2837,2267.0,[659.8412134449438 1429.766218304196 1509.364872061369 2145.577056252137],[970.1063232421875 2009.2734375 1198.2945556640625 2117.958251953125],0.7051432132720947,NL64OGY,0.2015406468424635
2837,1772.0,[2281.49171594615 1465.402244806032 2953.691286916469 2084.75914284574],[2522.74072265625 1885.760009765625 2727.006591796875 1983.86572265625],0.7045623064041138,LP14LJA,0.4136185327498449
2838,2267.0,[656.627160921418 1433.2578318012106 1506.195374217358 2145.962690423443],[967.740234375 2017.196533203125 1194.445556640625 2121.602294921875],0.7096365690231323,NL61OGX,0.3312874340799352
2838,1772.0,[2283.85402117953 1467.9364302440188 2956.5829213796915 2088.369687875217],[2524.44775390625 1892.756103515625 2730.716064453125 1989.24169921875],0.6929308176040649,LP14LJA,0.505548826754975
2839,2267.0,[656.1103524678914 1435.0718861391706 1505.1453365465736 2145.3786838939577],[967.7389526367188 2017.218994140625 1194.531494140625 2121.673583984375],0.7091747522354126,NL61OGX,0.3312874340799352
2839,1772.0,[2284.661203844194 1468.6647211101165 2957.644111455467 2089.800138549443],[2524.39453125 1892.7608642578125 2730.64013671875 1989.2039794921875],0.6928338408470154,LP14LJA,0.505548826754975
2840,2267.0,[657.7677782203185 1437.5318542046798 1506.237480682541 2145.169224628188],[965.3912353515625 2021.0185546875 1191.389892578125 2127.031494140625],0.7055318355560303,NL64OGX,0.44735937612064114
2840,1772.0,[2284.6078268909555 1470.6294513049484 2956.8936004084685 2092.156820628651],[2530.51025390625 1896.5775146484375 2732.12841796875 1991.8502197265625],0.6896488666534424,LP14LJA,0.5409510373596987
2841,2267.0,[659.9451444587278 1442.091786502502 1509.3100555472608 2145.4850221148613],[960.673095703125 2024.60595703125 1191.826904296875 2133.144287109375],0.6984068155288696,0,0
2841,1772.0,[2283.165729152127 1472.3053208601823 2954.207464933722 2093.9902879556175],[2530.09326171875 1895.97802734375 2736.00244140625 1991.546630859375],0.6979071497917175,LP14LJA,0.4671552854201683
2842,2267.0,[661.9974007996815 1446.6301606097613 1510.1942445174845 2145.8540797173328],[962.6546630859375 2027.442138671875 1188.987548828125 2136.143798828125],0.707904040813446,0,0
2842,1772.0,[2283.5722009133706 1475.0980247038742 2953.767357711771 2097.554543192801],[2531.50244140625 1900.744140625 2734.724609375 1993.99169921875],0.6937670707702637,LP14LJA,0.3633774413253605
2843,1772.0,[2283.60394491821 1477.928962666334 2952.656051630236 2100.698166021692],[2532.4111328125 1907.91845703125 2738.8515625 1999.46435546875],0.6905845403671265,LP14LJA,0.3055504130604436
2843,2267.0,[650.5037277084809 1450.2881299400435 1509.560432970484 2146.1556742840917],[955.4859008789062 2035.308349609375 1196.323486328125 2143.92431640625],0.6854166984558105,NL61OGX,0.22455947846044902
2844,1772.0,[2284.5214946640053 1481.5212459863294 2953.725484821067 2105.910358834466],[2534.892578125 1908.4925537109375 2742.165283203125 2001.0450439453125],0.6947698593139648,0,0
2845,1772.0,[2284.920223822758 1482.5686133093432 2954.283672947702 2108.31195795959],[2534.91259765625 1908.513671875 2742.19140625 2001.004150390625],0.6947786808013916,0,0
2846,1772.0,[2286.6083120079497 1485.3673753244807 2955.8798515670037 2112.3393511884974],[2537.8916015625 1908.9876708984375 2743.7509765625 2002.6285400390625],0.6973378658294678,LP14LJA,0.36779240604806346
2847,1772.0,[2290.0854176393295 1487.1748886031576 2960.5450096429595 2114.668116960691],[2538.04248046875 1913.2877197265625 2741.677734375 2009.1328125],0.7069970965385437,LF14LJA,0.13543119420161026
2848,1772.0,[2288.977688814477 1490.863699413304 2961.1468047361195 2118.8133429088252],[2536.685546875 1919.20361328125 2741.32568359375 2011.662109375],0.6966736316680908,0,0
2849,1772.0,[2290.4036958272245 1493.3314328804017 2964.086901304944 2122.2393227556495],[2537.68310546875 1920.7939453125 2741.22998046875 2013.147216796875],0.6985863447189331,LP14LJA,0.30593696843767876
2850,1772.0,[2290.3227480986316 1495.6696843833424 2965.2951802968864 2126.015925412805],[2540.06396484375 1923.4244384765625 2740.501953125 2015.4957275390625],0.6921069025993347,0,0
2851,1772.0,[2290.148619089613 1496.2343575633179 2966.182419474323 2127.645161341664],[2540.005615234375 1923.40771484375 2740.580810546875 2015.501708984375],0.691758930683136,0,0
2852,1772.0,[2290.058153560426 1498.2415711429671 2967.293410934314 2129.8000361121385],[2545.72412109375 1933.3883056640625 2741.24267578125 2024.9000244140625],0.6913125514984131,0,0
2853,1772.0,[2294.0543661179836 1499.9027709517777 2972.748822781413 2131.8027196984567],[2541.56396484375 1931.35986328125 2742.673828125 2027.197265625],0.6890335083007812,0,0
2854,1772.0,[2294.7129964498363 1501.72141870132 2975.4368479127716 2133.4832038515538],[2544.275390625 1929.510498046875 2753.940673828125 2029.67431640625],0.6802166104316711,LP14LJA,0.3006873526129081
2855,1772.0,[2298.9014515257395 1503.3962877253327 2983.168967452605 2134.037569769172],[2543.155517578125 1932.8902587890625 2753.025146484375 2033.3741455078125],0.6866188049316406,LP14LJA,0.31213864948994036
2856,1772.0,[2296.7915609448646 1506.5522843291512 2978.8793423100706 2135.6982551036267],[2545.71044921875 1937.9322509765625 2757.987548828125 2038.89697265625],0.6780408024787903,0,0
2857,1772.0,[2296.1029981179677 1507.8519885984397 2976.4617303598557 2135.73396565378],[2545.70751953125 1937.967041015625 2757.97314453125 2038.805419921875],0.6777908802032471,0,0
2858,1772.0,[2298.176016572724 1509.426197600813 2977.95996630375 2135.3825139532914],[2543.1494140625 1940.128173828125 2761.30908203125 2041.018310546875],0.6833466291427612,LP14LJA,0.11036207780554015
2859,1772.0,[2298.5237519360144 1512.9761759723879 2978.457682320357 2138.248217377756],[2541.529541015625 1944.574951171875 2761.30224609375 2042.3525390625],0.6786296963691711,LP14LJA,0.4991701436946992
2860,1772.0,[2301.5167396049383 1515.783449770512 2985.568390053165 2140.8056444738104],[2548.892578125 1951.982421875 2761.638427734375 2050.88330078125],0.6833445429801941,0,0
2861,1772.0,[2302.4456728528626 1516.573340587202 2992.5589437230187 2141.689431699194],[2547.4072265625 1956.630859375 2766.306884765625 2058.132080078125],0.6976598501205444,LP14LJA,0.603966578126
2862,1772.0,[2301.898546517978 1518.250464927652 2991.7562700489902 2142.240268756252],[2549.066650390625 1958.5125732421875 2768.413818359375 2060.44287109375],0.7197777628898621,LF14LJA,0.6700505565689707
2863,1772.0,[2301.6855005244497 1518.9436724277998 2991.3827410574186 2141.9796809263667],[2549.006103515625 1958.3572998046875 2768.54638671875 2060.337890625],0.7198517322540283,LF14LJA,0.6700505565689707
2864,1772.0,[2300.4423059359538 1519.6749380260258 2987.9412605135853 2141.8239364075516],[2549.6416015625 1959.765380859375 2765.35107421875 2062.439453125],0.7127598524093628,0,0
2865,1772.0,[2300.0192065333904 1521.0692898208677 2988.491795924944 2140.535393562048],[2556.5380859375 1966.2242431640625 2766.63232421875 2063.8671875],0.7105700969696045,0,0
2866,1772.0,[2300.415035532885 1522.898610086529 2989.490540266305 2140.0022698568637],[2554.1748046875 1966.410888671875 2771.278564453125 2065.645263671875],0.7168667316436768,0,0
2867,1772.0,[2302.9528016318964 1526.9495256423127 2992.138271830606 2141.5392888525794],[2552.7490234375 1968.12890625 2771.861572265625 2069.467529296875],0.713427722454071,0,0
2868,1772.0,[2303.755809116356 1530.55669026655 2993.1838423292616 2142.182501145661],[2559.53857421875 1973.7568359375 2771.20654296875 2075.583251953125],0.7162823677062988,0,0
2869,1772.0,[2304.1867762376733 1532.4804952109039 2993.75774192514 2142.0015730764967],[2559.480712890625 1973.713623046875 2771.204833984375 2075.6318359375],0.7163594961166382,0,0
2870,1772.0,[2307.6816657286586 1534.723084325973 2996.7220687979757 2142.313755627405],[2557.32373046875 1975.22412109375 2772.79345703125 2078.59765625],0.7179509401321411,0,0
2871,1772.0,[2308.681079089104 1537.2315984656152 2996.926274299414 2142.40946669462],[2553.920654296875 1979.96484375 2771.71728515625 2080.809814453125],0.711855411529541,0,0
2872,1772.0,[2309.521340079838 1540.1005709994324 2999.606990224784 2142.3257400748894],[2557.412109375 1985.59326171875 2772.621826171875 2086.419677734375],0.6969353556632996,0,0
2873,1772.0,[2309.22860590565 1543.4974143512566 3001.2162775224 2142.8610739578885],[2561.85009765625 1988.689697265625 2774.29052734375 2089.717041015625],0.7076461911201477,0,0
2874,1772.0,[2310.336340953063 1545.5826636521099 3003.55205910313 2142.673495297111],[2560.358154296875 1990.497802734375 2776.415283203125 2089.147705078125],0.7091918587684631,0,0
2875,1772.0,[2310.2943385280414 1546.7521557347334 3004.3478078821117 2142.2175167154373],[2560.37353515625 1990.4951171875 2776.362548828125 2089.159912109375],0.7091497182846069,0,0
2876,1772.0,[2311.1856818038796 1549.6371090489793 3008.2769767313475 2142.8764751046588],[2562.921142578125 1998.465087890625 2782.384033203125 2092.318359375],0.7098919749259949,0,0
2877,1772.0,[2314.7500064363453 1552.291783769802 3015.0796907896797 2143.423455913243],[2564.681640625 2003.88134765625 2783.0986328125 2098.1220703125],0.7097041606903076,0,0
2878,1772.0,[2318.2204526825694 1555.9199215064987 3024.632278772018 2144.0357326656795],[2563.97705078125 2003.9652099609375 2784.753173828125 2098.619384765625],0.7151815891265869,0,0
2879,1772.0,[2317.438251849202 1559.9901825302866 3028.0007018187625 2144.8400826544894],[2563.472412109375 2006.855712890625 2782.55224609375 2101.925537109375],0.7127998471260071,0,0
2880,1772.0,[2315.8978126842544 1562.8956249917387 3027.366241013948 2144.9079991097874],[2563.75 2010.978271484375 2783.720703125 2107.791748046875],0.7213542461395264,0,0
2881,1772.0,[2315.1731283713534 1564.3618336428171 3027.0723793661437 2144.321846813735],[2563.427734375 2010.9085693359375 2783.990478515625 2107.929931640625],0.7211542725563049,0,0
2882,1772.0,[2315.0017189657156 1566.5540610165442 3027.7019392466373 2144.2795963836165],[2566.03076171875 2013.3966064453125 2785.10693359375 2109.16162109375],0.7184663414955139,LP14LJA,0.29661736759452717
2883,1772.0,[2317.7610563916573 1568.7655575711533 3032.6042173777855 2143.9658648382742],[2564.355224609375 2016.504638671875 2782.384765625 2112.9580078125],0.7155297994613647,0,0
2884,1772.0,[2316.57075466532 1571.583775358578 3034.060866620242 2144.1084823643614],[2568.33056640625 2021.9820556640625 2786.01025390625 2120.86669921875],0.7131279110908508,LP14LJA,0.3938710944657743
2885,1772.0,[2318.7643185199263 1574.1723770887004 3037.366418248767 2143.781605947801],[2567.843994140625 2027.58544921875 2786.53271484375 2122.7646484375],0.7027014493942261,0,0
2886,1772.0,[2317.935383626938 1578.1676640651403 3036.270725070633 2145.123960410755],[2564.66455078125 2031.456787109375 2783.2861328125 2124.97314453125],0.6999128460884094,LP14LJA,0.42571148936402103
2887,1772.0,[2317.727972220255 1580.1223155012428 3035.982878158154 2145.2068910088974],[2564.688720703125 2031.494140625 2783.17138671875 2124.917236328125],0.7000287771224976,LP14LJA,0.42571148936402103
2888,1772.0,[2319.714741134234 1581.4553638455632 3037.9503838460587 2144.547271939568],[2572.77978515625 2036.145751953125 2789.61474609375 2132.617431640625],0.7030420303344727,0,0
2889,1772.0,[2319.980816980234 1583.693485047716 3036.106977351172 2144.6924671360025],[2576.57275390625 2036.375 2791.203125 2134.19287109375],0.7028273344039917,0,0
2890,1772.0,[2320.423667609655 1586.7036426992015 3036.8844043474523 2145.22671818039],[2576.5966796875 2041.212158203125 2790.51953125 2134.3115234375],0.7053866386413574,0,0
2891,1772.0,[2320.249850133626 1588.82548328879 3034.8285998328993 2144.968875767833],[2580.68701171875 2045.862548828125 2793.544921875 2138.837646484375],0.7030925750732422,0,0
2892,1772.0,[2322.156093681194 1591.6443056233575 3040.280207610189 2145.4006697002783],[2582.12890625 2051.113037109375 2797.3193359375 2143.70361328125],0.7021542191505432,0,0
2893,1772.0,[2322.26929017056 1593.0927023127747 3043.0713048995162 2145.0479430362284],[2582.0966796875 2051.1064453125 2797.3251953125 2143.72412109375],0.7020096182823181,0,0
2919,2583.0,[2112.610840784376 1240.4666758026447 2962.9650327762647 2143.4630677156265],[2232.56396484375 1799.009765625 2330.2412109375 1907.823486328125],0.2662166953086853,0,0
2921,2583.0,[2113.0094011382794 1246.1818353973367 2965.7277399597583 2145.4762152953163],[2228.11572265625 1800.6904296875 2327.866943359375 1914.437744140625],0.3130495846271515,0,0
2922,2583.0,[2113.441998283873 1245.4342634566692 2966.7713334763043 2144.1225286285885],[2233.36474609375 1812.4267578125 2328.29638671875 1919.21240234375],0.2648847699165344,0,0
2923,2583.0,[2113.180870088251 1245.0159839767366 2967.282665046002 2143.372093084455],[2233.301513671875 1812.484130859375 2328.289306640625 1919.1529541015625],0.2647225856781006,0,0
2924,2583.0,[2112.1514583365415 1247.412573564032 2967.0015313179047 2144.2041144787204],[2231.391357421875 1806.2421875 2329.20263671875 1920.54248046875],0.2662999629974365,0,0
2942,2583.0,[2140.8906060373124 1237.6887134198441 3011.274804243893 2017.7397580026154],[2246.343505859375 1866.2486572265625 2344.27783203125 1970.4722900390625],0.30043289065361023,0,0
2957,2583.0,[2148.1797289353362 1298.3458068141967 3018.8399880572515 2115.674290599914],[2261.269775390625 1921.2403564453125 2352.33544921875 2013.8177490234375],0.2833239734172821,0,0
2963,2583.0,[2143.4938006264783 1310.9477343082015 2984.235764303352 2116.9835649983224],[2250.050537109375 1927.048095703125 2355.00439453125 2032.8896484375],0.30487242341041565,0,0
2964,2583.0,[2156.3840945095117 1312.1416117512863 3007.6772701160244 2114.5242475773766],[2245.47509765625 1921.9449462890625 2364.6513671875 2040.7349853515625],0.26662787795066833,0,0
2965,2583.0,[2159.663949180589 1313.2573623445548 3018.9417923655546 2113.2734625132507],[2245.578369140625 1921.9676513671875 2364.6533203125 2040.7386474609375],0.2690581679344177,0,0
3035,2405.0,[1044.8941349870588 1380.023665766328 1675.7925971338136 1907.1734809658321],[1328.1976318359375 1730.75634765625 1440.927001953125 1806.137451171875],0.3300458490848541,0,0
3040,2806.0,[2173.842775449138 1507.174442007191 3206.1493375391515 2144.083144485308],[2544.83251953125 2049.08740234375 2697.759765625 2142.5732421875],0.31093013286590576,0,0
3041,2806.0,[2175.4406730179107 1515.9427348003605 3205.254790177498 2145.9795564978826],[2542.369140625 2049.412109375 2690.6875 2144.5166015625],0.4051262438297272,0,0
3052,2405.0,[1019.8473616282495 1422.572052831419 1662.9532744823723 1960.652886068454],[1319.14697265625 1781.857177734375 1431.422119140625 1852.921142578125],0.43656736612319946,0,0
3053,2405.0,[1018.8435314445179 1424.7515345325207 1667.4947948011973 1964.9239604155002],[1311.15283203125 1781.296142578125 1428.31689453125 1852.475830078125],0.3074485957622528,0,0
3054,2405.0,[1009.0512525502694 1425.097018666138 1657.771329005348 1965.141190620856],[1485.172607421875 1703.0625 1600.326904296875 1797.88916015625],0.27067333459854126,0,0
3055,2405.0,[1005.7061206058776 1425.1879251264959 1654.1441382187709 1965.1820082238905],[1485.4580078125 1702.9229736328125 1600.25439453125 1797.7049560546875],0.27164360880851746,0,0
